customer_id,transaction_date,transaction_id,product_area_id,num_items,sales_cost
1,2020-04-10,435657533999,3,7,19.16
1,2020-04-10,435657533999,2,5,7.71
1,2020-06-02,436189770685,4,4,26.97
1,2020-06-02,436189770685,1,2,38.52
1,2020-06-10,436265380298,4,4,22.13
1,2020-06-10,436265380298,1,2,34.23
1,2020-06-10,436265380298,2,7,15.35
1,2020-06-19,436352035866,4,2,14.86
1,2020-06-19,436352035866,5,6,44.97
1,2020-06-19,436352035866,2,6,2.08
1,2020-07-02,436488780919,4,5,20.43
1,2020-07-02,436488780919,5,5,45.23
1,2020-07-02,436488780919,1,18,385.68
1,2020-07-02,436488780919,2,13,20.37
1,2020-07-03,436499916352,4,5,18.01
1,2020-07-03,436499916352,1,4,62.91
1,2020-07-03,436499916352,2,6,22.87
1,2020-07-04,436504210116,4,14,81.44
1,2020-07-04,436504210116,5,7,90.57
1,2020-07-04,436504210116,1,18,367.42
1,2020-07-04,436504210116,2,10,15.83
1,2020-07-20,436667313620,4,5,13.14
1,2020-07-20,436667313620,3,8,19.99
1,2020-07-20,436667313620,5,6,60.77
1,2020-07-20,436667313620,1,6,165.73
1,2020-07-20,436667313620,2,10,13.65
1,2020-07-22,436686191960,3,20,61.69
1,2020-07-22,436686191960,5,9,103.78
1,2020-07-22,436686191960,1,12,305.51
1,2020-07-22,436686191960,2,12,26.55
1,2020-08-12,436899350757,4,7,27.46
1,2020-08-12,436899350757,3,16,52.28
1,2020-08-12,436899350757,5,4,49.86
1,2020-08-12,436899350757,1,15,404.21
1,2020-08-12,436899350757,2,5,21.3
1,2020-08-13,436908803653,4,6,25.41
1,2020-08-13,436908803653,3,14,34.58
1,2020-08-13,436908803653,5,6,78.22
1,2020-08-13,436908803653,1,5,144.45
1,2020-08-13,436908803653,2,6,1.86
1,2020-08-14,436913894011,3,21,63.31
1,2020-08-14,436913894011,5,4,33.22
1,2020-08-14,436913894011,1,13,361.06
1,2020-08-28,437054306208,4,13,89.1
1,2020-08-28,437054306208,3,6,24.99
1,2020-08-28,437054306208,1,10,177.03
1,2020-08-28,437054306208,2,11,19.55
1,2020-08-29,436188895587,4,6,28.79
1,2020-08-29,436188895587,1,5,57.88
1,2020-09-04,437127360389,5,6,36.76
1,2020-09-04,437127360389,1,7,121.62
2,2020-04-04,435593240741,5,1,12.42
2,2020-04-04,435593240741,1,1,19.79
2,2020-04-04,435593240741,2,6,7.71
2,2020-04-15,435703814216,3,13,44.57
2,2020-04-15,435703814216,1,2,32.62
2,2020-04-28,435834875473,4,3,10.8
2,2020-04-28,435834875473,1,5,105.77
2,2020-05-09,435946943100,4,1,7.07
2,2020-05-25,436106792154,5,1,5.08
2,2020-05-25,436106792154,1,5,103.83
2,2020-06-01,436171506830,1,2,43.08
2,2020-06-06,436229734926,4,4,31.11
2,2020-06-19,436357605508,3,5,10.27
2,2020-06-22,436389036591,4,8,31.91
2,2020-06-22,436389036591,3,12,24.68
2,2020-06-22,436389036591,1,3,57.09
2,2020-06-22,436389036591,2,2,5.6
2,2020-07-04,436507613638,4,4,31.93
2,2020-07-08,436549985641,4,3,10.99
2,2020-07-08,436549985641,3,5,16.05
2,2020-07-08,436549985641,5,7,86.2
2,2020-07-08,436549985641,1,6,120.68
2,2020-07-08,436549985641,2,18,57.14
2,2020-07-29,436751388279,1,3,64.65
2,2020-07-29,436751388279,2,2,1.91
2,2020-08-14,436914189668,5,2,23.04
2,2020-08-14,436914189668,2,7,0.25
2,2020-08-20,436972589589,5,2,18.46
2,2020-08-20,436972589589,1,2,40.75
2,2020-08-20,436972589589,2,1,0.21
2,2020-08-21,436984078711,1,4,107.87
2,2020-09-01,437096888457,1,3,48.99
2,2020-09-02,437105533474,3,9,20.22
2,2020-09-02,437105533474,5,2,19.12
2,2020-09-02,437105533474,1,12,212.34
2,2020-09-02,437105533474,2,1,0.44
2,2020-09-04,437125584746,4,1,2.76
2,2020-09-04,437125584746,5,1,5.07
2,2020-09-04,437125584746,1,1,29.89
2,2020-09-04,437125584746,2,2,3.71
2,2020-09-10,437184711935,1,3,60.14
2,2020-09-11,437194747960,4,2,10.89
2,2020-09-11,437194747960,3,1,1.29
2,2020-09-11,437194747960,5,5,71.82
2,2020-09-11,437194747960,1,9,202.31
2,2020-09-11,437194747960,2,8,22.08
2,2020-09-16,437243136871,4,1,2.75
2,2020-09-16,437243136871,1,2,44.55
2,2020-09-17,437254679982,4,2,10.42
2,2020-09-17,437254679982,1,1,12.44
2,2020-09-25,437337603505,3,1,3.85
2,2020-09-25,437337603505,1,6,138.3
3,2020-04-18,435732111169,2,2,3.81
3,2020-04-30,435857440751,2,1,3.45
3,2020-05-14,435991657646,2,1,2.36
3,2020-05-27,436127349327,5,3,43.93
3,2020-07-06,436527011678,4,12,44.1
3,2020-07-06,436527011678,3,19,75.39
3,2020-07-06,436527011678,5,6,58.11
3,2020-07-06,436527011678,2,11,21.88
3,2020-09-03,437115390004,5,3,15.85
3,2020-09-06,437149361437,4,1,2.1
3,2020-09-06,437149361437,5,5,44.18
3,2020-09-28,437364694199,5,1,9.06
4,2020-04-01,435561454899,4,6,52.18
4,2020-04-01,435561454899,3,1,3.45
4,2020-04-01,435561454899,5,1,8.57
4,2020-04-01,435561454899,1,5,129.76
4,2020-04-09,435649677255,4,6,48.88
4,2020-04-09,435649677255,5,3,55.37
4,2020-04-09,435649677255,1,11,253.32
4,2020-04-09,435649677255,2,3,12.04
4,2020-04-10,437091190789,1,1,17.56
4,2020-04-10,437091190789,2,7,24.87
4,2020-04-22,435773781693,4,4,26.07
4,2020-04-22,435773781693,5,1,10.25
4,2020-04-22,435773781693,1,3,62.23
4,2020-05-02,435872930623,4,3,29.01
4,2020-05-02,435872930623,3,5,18.81
4,2020-05-02,435872930623,5,7,87.06
4,2020-05-02,435872930623,1,9,260.97
4,2020-05-18,436039669601,4,4,26.11
4,2020-05-18,436039669601,5,2,15.7
4,2020-05-18,436039669601,1,12,367.63
4,2020-05-18,436039669601,2,10,10.76
4,2020-05-21,436062973701,4,2,16.16
4,2020-05-21,436062973701,1,6,158.66
4,2020-06-17,436335226061,3,20,58.54
4,2020-06-17,436335226061,1,7,176.49
4,2020-06-17,436335226061,2,4,14.79
4,2020-06-19,436353181923,4,7,62.84
4,2020-06-19,436353181923,3,20,67
4,2020-06-19,436353181923,5,2,14.26
4,2020-06-19,436353181923,1,11,299.67
4,2020-06-19,436353181923,2,2,3.8
4,2020-06-30,436465029062,4,4,37.9
4,2020-06-30,436465029062,3,11,57.86
4,2020-06-30,436465029062,5,1,13.58
4,2020-06-30,436465029062,1,8,174.96
4,2020-07-22,436682768575,1,4,121.78
4,2020-07-22,436682768575,2,5,16.66
4,2020-08-21,436982812189,2,10,15.79
4,2020-08-26,437033380442,3,6,35.47
4,2020-08-26,437033380442,5,4,68
4,2020-08-26,437033380442,1,1,35.09
4,2020-09-01,437098791146,1,2,39.23
4,2020-09-01,437098791146,2,12,39.56
4,2020-09-03,437111810753,4,5,42.76
4,2020-09-03,437111810753,3,3,4.23
4,2020-09-03,437111810753,1,16,399.63
4,2020-09-03,437111810753,2,1,4.08
5,2020-04-01,435561670722,4,15,76.74
5,2020-04-01,435561670722,3,15,34.95
5,2020-04-01,435561670722,5,10,86.56
5,2020-04-01,435561670722,1,25,520.75
5,2020-04-01,435561670722,2,22,36.77
5,2020-04-15,435706050790,4,5,22.74
5,2020-04-15,435706050790,3,19,53.84
5,2020-04-15,435706050790,5,3,24.43
5,2020-04-15,435706050790,1,4,62.07
5,2020-04-15,435706050790,2,2,7
5,2020-04-28,435835594980,4,5,23.52
5,2020-04-28,435835594980,3,15,45.6
5,2020-04-28,435835594980,5,3,23.67
5,2020-04-28,435835594980,1,8,176.87
5,2020-05-03,435884241159,3,7,19.53
5,2020-05-03,435884241159,5,5,54.61
5,2020-05-03,435884241159,1,6,106.93
5,2020-05-03,435884241159,2,17,44.74
5,2020-05-10,435951800534,4,4,19.58
5,2020-05-10,435951800534,3,9,11.31
5,2020-05-10,435951800534,5,9,86.76
5,2020-05-10,435951800534,1,1,21.04
5,2020-05-10,435951800534,2,11,18.96
5,2020-05-13,435983959221,4,8,37.64
5,2020-05-13,435983959221,3,9,17.05
5,2020-05-13,435983959221,5,4,25.6
5,2020-05-13,435983959221,1,2,52.24
5,2020-05-13,435983959221,2,12,3.89
5,2020-05-16,436012793375,3,1,2.88
5,2020-05-16,436012793375,5,5,50.3
5,2020-05-16,436012793375,1,6,133.17
5,2020-05-16,436012793375,2,11,16.31
5,2020-06-03,436192366596,4,7,37.11
5,2020-06-03,436192366596,3,36,81.94
5,2020-06-03,436192366596,5,19,191.36
5,2020-06-03,436192366596,1,16,343.71
5,2020-06-03,436192366596,2,24,47.99
5,2020-06-13,436297916516,4,3,6.84
5,2020-06-13,436297916516,3,14,32.22
5,2020-06-13,436297916516,5,2,10.45
5,2020-06-13,436297916516,1,8,138.32
5,2020-06-22,436381935394,4,3,10.85
5,2020-06-22,436381935394,3,24,82.86
5,2020-06-22,436381935394,5,3,22.49
5,2020-06-22,436381935394,1,1,24.99
5,2020-06-22,436381935394,2,14,7.49
5,2020-07-02,436489199345,4,5,21.43
5,2020-07-02,436489199345,3,6,13.96
5,2020-07-02,436489199345,5,4,33.23
5,2020-07-02,436489199345,1,2,32.21
5,2020-07-02,436489199345,2,17,31.86
5,2020-07-04,436503315123,4,6,28.87
5,2020-07-04,436503315123,3,11,29.04
5,2020-07-04,436503315123,5,11,98.31
5,2020-07-04,436503315123,2,1,0.79
5,2020-07-25,436714598288,4,3,20
5,2020-07-25,436714598288,3,11,31.92
5,2020-07-25,436714598288,5,5,43.41
5,2020-07-25,436714598288,1,2,31.28
5,2020-07-25,436714598288,2,3,2.82
5,2020-07-29,436757695003,4,10,42.48
5,2020-07-29,436757695003,3,32,88.95
5,2020-07-29,436757695003,5,6,58.68
5,2020-07-29,436757695003,1,18,325.05
5,2020-07-29,436757695003,2,26,42.95
5,2020-07-30,436762766273,4,2,7.46
5,2020-07-30,436762766273,3,15,30.16
5,2020-07-30,436762766273,1,6,114.53
5,2020-07-30,436762766273,2,5,9.11
5,2020-08-03,436804911972,4,3,9.21
5,2020-08-03,436804911972,3,4,12.21
5,2020-08-03,436804911972,5,5,57.95
5,2020-08-03,436804911972,1,7,153.21
5,2020-08-03,436804911972,2,6,18.68
5,2020-08-14,436916616975,4,2,8.21
5,2020-08-14,436916616975,3,9,10.85
5,2020-08-14,436916616975,5,3,41.9
5,2020-08-14,436916616975,1,6,105.89
5,2020-08-14,436916616975,2,7,5.6
5,2020-08-17,436948741128,4,10,55.82
5,2020-08-17,436948741128,3,4,9.14
5,2020-08-17,436948741128,5,3,32.25
5,2020-08-17,436948741128,1,5,102.42
5,2020-08-29,437063325723,4,10,51.04
5,2020-08-29,437063325723,3,5,6.48
5,2020-08-29,437063325723,5,3,42.12
5,2020-08-29,437063325723,1,7,166.4
5,2020-09-07,437154332962,4,2,5.08
5,2020-09-07,437154332962,3,4,17.43
